album_uri,album_name,artist,release_date,album_type,index_to_split,groups_to_split
6H0uhlyUnrx2gyoW6nU2UF,Ultralife (Acoustic Version),Oh Wonder,2017-05-05,album,7903,7
7LgrzGZmEe7JUnlVOn2DD7,Crazy In Love (BBC Session),Oh Wonder,2016-04-15,album,7904,7
2L5XIkLLnYTPudT6LICD4j,Without You (BBC Session),Oh Wonder,2016-04-15,album,7905,7
4r0n3vbMnuw0U524j46hXf,Boochie Gang,Lud Foe,2018-09-07,album,7906,7
193DNajjTL0dMFmNGss1Qu,No Hooks II,Lud Foe,2018-05-18,album,7907,7
2eHhAPEl2kvi0HJJsI6tvg,Get Well Foe,Lud Foe,2018-05-18,album,7908,7
1A5Y5lbRxBNj2ri1XclTsQ,No Hooks,Lud Foe,2018-05-18,album,7909,7
0Ri17QIl448Tg3lBXfSsY7,No Hooks 2,Lud Foe,2017-10-27,album,7910,7
0E9gxjvbiwWpAsg9gYr7PB,Advice,"SG Batman, Lud Foe",2019-11-08,album,7911,7
1pWGznsKcUuhbO2ST4cwG4,Raw,Lud Foe,2019-09-27,album,7912,7
5UL4JeebFRM3CwLfk7ZAlh,Show U Off (feat. Lil Uzi Vert),"Lud Foe, Lil Uzi Vert",2019-04-26,album,7913,7
4iqbKx010Jlec6lPuW6Ppx,Find Me,Lud Foe,2019-03-08,album,7914,7
0nH3u0OFzFM49higmy12EA,Jumping,Lud Foe,2019-02-08,album,7915,7
7tbMkUPY8AtFJCbhbWOLhk,Prestige,Pressa,2019-04-16,album,7916,7
6Y5dXy3wFbTojVNc4SZzMi,Press a Brick,Pressa,2017-12-16,album,7917,7
2Wj0pK8DekWayn4kD7cEUS,Press Machine,Pressa,2017-03-12,album,7918,7
6bAM21qyZA1wfoHRvtQTPu,Nothing New,Pressa,2020-01-10,album,7919,7
5b9YqGuKL9XgsR02VymXUr,Blood Bath (feat. Pressa),"Shy Glizzy, Pressa",2019-10-25,album,7920,7
2W0pr8W5gXvwvW6S3nixy7,When the Bag Comes,"Hungry, Pressa",2019-08-30,album,7921,7
466dXsD996vETUXISFAtid,Escobar,"Harvey Stripes, Pressa",2019-08-23,album,7922,7
7ikNTWXC2RhD7Rh90ISiGd,VidaLoca,"Russ, Taze, Pressa",2019-07-30,album,7923,7
03bMeP9WSZQeSaauVCkiem,Drippin in Diamonds,"GizzleStarrMade, Pressa",2019-07-10,album,7924,7
4h3jhcjfHopVGv8Q2YYDLV,Big Accident,"Pressa, Dexta Daps",2019-06-14,album,7925,7
3p7TAQyt6kifuhktsbVfyy,Neat Machine II,"Why G, Pressa",2019-06-14,album,7926,7
2oolHRS6lQzLxbk0mpKBXX,Read About Him,"Burna Bandz, Pressa, J.Green",2019-03-29,album,7927,7
0j4VJxC3jKnx2YhLq1vFmL,Christina Milian,Pressa,2019-02-26,album,7928,7
1UgYuO69NHDtnGOSu5aeRA,Marilyn Monroe,"Syph, Pressa",2019-02-12,album,7929,7
1lS6OGC4MsuN7khjnSYXtd,Long Way,Pressa,2019-02-10,album,7930,7
6T9SBJc33O6G8PeDlo6jsw,Gamble,"Pressa, Why G",2018-12-20,album,7931,7
0J1W130LX8qtbbNlGxwI6v,Trap Sauce : The Album,Sosamann,2019-09-27,album,7932,7
43E7H27WWC7hclIH1KQXxw,Sauce Eskobar 2,Sosamann,2019-01-04,album,7933,7
3cYLMuTdsKmafMKg09iusU,Sauce the World,Sosamann,2017-06-02,album,7934,7
7LDtaEsL9H81N1HAJGwnXv,Sauce Eskobar,Sosamann,2016-04-27,album,7935,7
0KI5gRxD8iy5RFhoCe32Ml,Sauce Theft Auto: Splash Andreas,"Sauce Twinz, Sosamann",2015-08-07,album,7936,7
2PaR2V1EP8XIcmL1VW16i1,Trap'd Out 2,Sosamann,2015-02-17,album,7937,7
2EsTfxmFPs3EyMq8k7SDk6,Right One,Sosamann,2019-09-01,album,7938,7
41ZoDHKaxUqvaS6EVLwvvy,Dior,Sosamann,2019-04-12,album,7939,7
5zCarUpd81smVWLjpDzmSj,Who I Am (Feat. NBA Youngboy),Sosamann,2019-03-15,album,7940,7
4Kxmtz051j8sFuVnR1ozLW,Ride or Die,Sosamann,2018-10-16,album,7941,7
2OUsMSHHZ3bfaqJVJ1scCo,High You Feeling,Sosamann,2018-08-01,album,7942,7
5HvNiuYicrPZlZm4ImV4Ah,Drip Nation,Sosamann,2018-06-01,album,7943,7
6BB3Mnhv70usTjuzjfOywQ,Light Bulb (feat. Sauce Walka),Sosamann,2018-03-23,album,7944,7
4Bkyfz6Ki1YcNhaPVKlPJF,In the Lobby,Sosamann,2018-03-09,album,7945,7
0MR83ja8umg16ItApHshL5,Good Day,Sosamann,2017-11-23,album,7946,7
7cfV0EywqTEHCCOyCx8PRQ,See the Hate,Sosamann,2017-04-12,album,7947,7
4vrHK2bBlCHXkDkAozoOQS,Just Do It,Sosamann,2017-01-31,album,7948,7
416cDRQvluj3tXs9KQruCP,Sauce Savage,Sosamann,2017-01-18,album,7949,7
4mymTNZQ0fQdVOb8IOS3fW,Mirrors,Nivea,2019-09-26,album,7950,7
6tXzTKfHd9fR1OPsvstxVt,Nivea,Nivea,2002-12-10,album,7951,7
3KNzGIMzjSY0x2HV3Lm53c,Complicated,Nivea,2001-01-01,album,7952,7
54tQQSODhfEtdytWB8K3Pc,CIRCLES,Nivea,2018-09-29,album,7953,7
1DozlixzWpGlZDSoDbWvvJ,Okay,Nivea,2004-10-19,album,7954,7
75MNE1FmEqWxGbDM5ZFn3t,Goat Talk,Boosie Badazz,2019-12-20,album,7955,7
5Rg3PkXOd0gJ1089TF8mIa,Talk Dat Shit,Boosie Badazz,2019-11-14,album,7956,7
0UY0CEd91NCnOrVt4OIyNm,Badazz 3.5,Boosie Badazz,2019-03-29,album,7957,7
6NlQVzXZxtnJICXAFUAzJy,Savage Holidays,Boosie Badazz,2019-02-05,album,7958,7
2uXdbLHucmlbeARdtsmmXg,Boosie Blues Cafe,Boosie Badazz,2018-11-22,album,7959,7
06MhlwSCYAiB51GR9VjAej,My Favorite Mixtape,"Boosie Badazz, Hurricane",2017-12-23,album,7960,7
6ccdj4bNPK7GoYwBoVjXXD,BooPac,Boosie Badazz,2017-12-15,album,7961,7
4fTxvi0lJhdsXJlFP5DPLZ,Bad Azz Entertainment,"Boosie Badazz, J Day",2016-12-10,album,7962,7
4UopWMtWbQR9PgrVP2o0Ov,Bleek Mode (Thug In Peace Lil Bleek),Boosie Badazz,2016-05-11,album,7963,7
4PFdUhjoovWYjdukIAZaIl,Penitentiary Chances (Deluxe Edition),"Boosie Badazz, C-Murder",2016-04-15,album,7964,7
7wsDyoUhh1dYl25ZK27Wgg,Thug Talk,Boosie Badazz,2016-03-16,album,7965,7
7G5Cg4nAimsMFdMXIfvLBD,Out My Feelings In My Past,Boosie Badazz,2016-02-05,album,7966,7
60AFowLOMYM24GFjRgJkL4,In My Feelings. (Goin' Thru It),Boosie Badazz,2016-01-01,album,7967,7
0ZYmGhjuPBL2vwVChEPjZn,"Thrilla, Vol. 1",Boosie Badazz,2015-10-30,album,7968,7
3kHAFeQb9FXorRfIlQnUaH,Guddaville,Gudda Gudda,2017-03-12,album,7969,7
2LLoQ8llKf6oLack1FXpiH,Certified,"Lil' Flip, Gudda Gudda, Lil' Flip, Gudda Gudda",2015-08-04,album,7970,7
1FFiUiT3w0XY7bBIhhSDlD,Gudda Grindin,Gudda Gudda,2012-04-06,album,7971,7
19Jy8PqP0U07Uz1GCi6dSY,Back 2 Guddaville,Gudda Gudda,2010-11-07,album,7972,7
2KgwB2ex44bRvhOBe9ebQz,Be-4 Tha Deal - Next Up,Gudda Gudda,2010-01-01,album,7973,7
70n8Gd2JjP169hZMt6ZdNr,Guddaville (Screwed),Gudda Gudda,2009-11-10,album,7974,7
1GBfDionb74BasAMxzUtmb,Trina Presents: RMG Compilation,Trina,2019-03-15,album,7975,7
06NRbPzrE1fhJsay2ikpW9,Blue Magic,Trina,2018-10-19,album,7976,7
75I8PJQVJoQu1BXcRgq5ln,Dynasty6,Trina,2016-12-03,album,7977,7
5RloAkzZVCv8axh4yiNqZ4,Who's Bad,Trina,2014-05-15,album,7978,7
0HQlJ7S4N058G0eDXoLRrn,Back to Business,Trina,2014-05-15,album,7979,7
6ZtDoKrNfOFPhpOl1UoKWS,Rockstarr Royalty,Trina,2014-05-12,album,7980,7
23e6wkwEGSHWbJtOblOkm6,Diamonds,Trina,2011-03-28,album,7981,7
4TwCl2ityARmDWMac42zhU,Amazin',Trina,2010-01-01,album,7982,7
2i5zT1FQzmjFskYfPH2D7V,Amazin' (Edited),Trina,2010-01-01,album,7983,7
4vWbJou14Qw9ykxT9IsdBo,Still Da Baddest,Trina,2008-01-01,album,7984,7
7lxPWM0F06HwejiYAroSha,The Glamorest Life,Trina,2005,album,7985,7
6AMevGHBKW3lUyZcd017QZ,Diamond Princess,Trina,2002-04-30,album,7986,7
5tXpmutwVnXITJLptIssVU,Da Baddest B***h,Trina,2000-01-01,album,7987,7
5yTMpATFpNftHgXfTcnv9p,Trace of You,"Nadia Patric, Cory Gunz, Nadia Patric, Cory Gunz",2016-05-23,album,7988,7
1WpFinjkSPoOZ6ST0RPjcH,MyCalvins Paradise,"Cory Gunz, Philippe Prosper Rap is a martial art",2018-07-17,album,7989,7
5whAbLocluBl21g6nacJtK,Foreign,Cory Gunz,2012-07-02,album,7990,7
7BEYHEWDpy3Zthd8yWAd4m,Str8 Drop,Cory Gunz,2011-11-12,album,7991,7
35riwiVA9WYmqSJ4dg5ABZ,Colder - Single,Cory Gunz,2011-05-11,album,7992,7
7z6B9yUxUA9XpKPqctr5QH,Struggle - Single,Cory Gunz,2011-05-11,album,7993,7
28SHWHeErYE19n7wgl7E0a,Foreign affairs,"Ovaceas, Cory Gunz, Vinny Idol",2010,album,7994,7
1GM3peF8PWzzICtmcHtZBe,Like You Don't Know - Single,Cory Gunz,2009-06-09,album,7995,7
3J1pcmaInkAchp9TNmHFUX,Andpoetry,"Sin, Shyne",2018-06-22,album,7996,7
1pqhMajcmUDLxuq66Dm2hZ,Gangland,Shyne,2016-05-22,album,7997,7
2ZftCcCZWb8jNhaS5Ecl0g,Too Late,Shyne,2004-01-19,album,7998,7
2abIaJt3wQP60NBb26Zx3M,godfather buried alive,Shyne,2004-01-01,album,7999,7
3HjNR0QUTdQ5xPBp7ymw2N,Shyne,Shyne,2000,album,8000,7
4YPyfcfXJrH7qV29nPB0SP,Toupré aw,"Gerfley, Shyne",2019-10-02,album,8001,7
0ow2p1fOdDvvGOBX9sKkKx,Tamale,"Crispin Charles, Shyne",2019-07-08,album,8002,7
5Gyv7KOoqYdpJ6Wa1jYpkV,All About Respect (feat. Odogg),Shyne,2012-05-16,album,8003,7
0Qs9kg4ASDioJKuVVMdr8N,More Or Less,Shyne,2004-01-01,album,8004,7
1LXuNVauouSZFQcwDKHrEP,Anger Management,Lil Twist,2016-08-26,album,8005,7
6myTXTZzTMwv9f4KDnhlPb,I Been On,"Alex Smalls, Lil Twist, Fooly Faime",2018-01-12,album,8006,7
5lEU3fEJYpDvmXk5RfH7JN,Turn't Up,Lil Twist,2011-11-28,album,8007,7
0SJkXggnNCf9eNDIq3BbsM,New Money,Lil Twist,2011-01-01,album,8008,7
591q2JKtMT4iTtJQ4AtwFX,Love Affair,Lil Twist,2011-01-01,album,8009,7
7jWwtuOTvOD2GxDHne2hf3,Little Secret,Lil Twist,2010-01-01,album,8010,7
5AAqhvGt0Co51LD9ufEqmj,"The Mistress, Pt. I & II",Jay Sean,2016-12-12,album,8011,7
4tUNNCgAK5Cp7SBzG49KoQ,Neon,Jay Sean,2013-01-01,album,8012,7
1yzvJAQCTexQupHD8UxBEH,My Own Way (Deluxe),Jay Sean,2009-02-15,album,8013,7
3v0AeWgJPrdPPZGt1tS2s0,All Or Nothing,Jay Sean,2009-01-01,album,8014,7
20KwNH6jdDrS4Ue4Jl3H2P,My Own Way (Acapella Version),Jay Sean,2008-05-12,album,8015,7
5DycDHoDa3Kihx82xFd7A3,My Own Way (Hindi Version),Jay Sean,2008-05-01,album,8016,7
7goUxv6DbW3wP9CzER9vOY,My Own Way,Jay Sean,2008,album,8017,7
785lkxM1RtJpOAipcL2DrB,With You,Jay Sean,2019-03-08,album,8018,7
1zZFqpjV8Z33Nqw8f4Dotn,Need to Know,Jay Sean,2018-12-21,album,8019,7
6Il2ROkJLIv4gGROJtgDVG,Now or Later,Jay Sean,2018-12-21,album,8020,7
5QCvyInBx9VTqhA7788rzz,Why Why How Why,Jay Sean,2018-12-21,album,8021,7
3mr8Kv4KOyxcBvhqdz7z07,Cherry Papers,Jay Sean,2018-06-15,album,8022,7
5sxCpEepzOdXOoAEWhf3Qp,Emergency,Jay Sean,2018-02-09,album,8023,7
5cXgJRvmhZeo9jtu0oXj2o,What You Want (Team Salut Remix),"Jay Sean, DaVido",2017-12-01,album,8024,7
5CffBij2ayHZMXVKgz7KZ9,Feels Like I was Here Before,Jae Millz,2019-12-20,album,8025,7
7A4CUsqQTy9wD4zLlwcRkh,"Pay Attention, It’s Free",Jae Millz,2019-01-18,album,8026,7
0mEvML91njzRPk9ufTPxON,Potent Music 3,Jae Millz,2017-09-28,album,8027,7
2AOUskGG0VqCvXPTk5TDdV,Lenox Ave Legend,Jae Millz,2017-04-13,album,8028,7
12gxS2RtdqPZcGX5cHBC4U,All Praises Due,Jae Millz,2015-11-23,album,8029,7
6omAoLr2DkxSmCLfATQ6O9,Potent Music 2,Jae Millz,2014-06-03,album,8030,7
1UNAlBNKONHOert7fHGnZX,R.O.T.S,Jae Millz,2013-12-17,album,8031,7
6y1AzY5IVcGJbu7oalAzev,Dead Presidents 2,Jae Millz,2013-02-05,album,8032,7
1G31dPgCRxDfvE2s1RPPwF,Property of Potentness,Jae Millz,2012-12-04,album,8033,7
204472JRJiHNlllcEvU7nh,Dead Presidents,Jae Millz,2012,album,8034,7
6aUzwbxVIQkxRXHjgo5Ivl,The Flood: Category 5,Jae Millz,2012,album,8035,7
1Nuylulxhr06WWiP0eTIDZ,The Dispensary,Jae Millz,2012,album,8036,7
1n3tQnNz7XIqeAeplYYftR,"The Virgo Mixtape, Vol. 2",Jae Millz,2012,album,8037,7
3ATe0QLS81jFoGHslrgqTN,The Virgo Mixtape,Jae Millz,2012,album,8038,7
6Ra1EImAFkan2TO4oJu3DP,"The Virgo Mixtape, Vol. 3",Jae Millz,2012,album,8039,7
0a0UomZ1Z0Mrc9sYNXQa5I,Potent Music,Jae Millz,2012,album,8040,7
4pEjhPfB4qq6BzgxIVOMtI,The Flood Never Ended,Jae Millz,2012,album,8041,7
4iF44RCCybJtkBkMoqrLW2,Street Gossip,Lil Baby,2018-11-30,album,8042,7
7yf9ZJyHRbp8sHtpDKfPpt,Harder Than Ever,Lil Baby,2018-05-18,album,8043,7
750APP0eKVlcgOxaZnBnVt,Too Hard,Lil Baby,2017-12-01,album,8044,7
1ho0cNe552yTcBHXbzfozB,2 The Hard Way,"Lil Baby, Marlo",2017-11-03,album,8045,7
2zXJkApMEHfHuZxs6Z1pfA,Harder Than Hard,Lil Baby,2017-08-25,album,8046,7
1y5PhJoMhTmlpY3DyiAgZ0,9 Times Out Of 10 (feat. Lil Baby),"Big Havi, Lil Baby",2020-01-22,album,8047,7
7KPtAktRGrVjy0QV3MXnZk,Sum 2 Prove,Lil Baby,2020-01-10,album,8048,7
393l0NdTr8Rv0hybf4FTxy,Woah,Lil Baby,2019-11-08,album,8049,7
2QTqjj7bLFhTsXKUJYx9sx,Toast Up,Lil Baby,2019-11-07,album,8050,7
6y3M2opaixa6KI9Rd7A8zx,Drip Like Dis,"Bankroll Freddie, Young Dolph, Lil Baby",2019-10-23,album,8051,7
1TsrlLkwbeyBECKVFT3dji,Drip Like Dis (feat. Young Dolph & Lil Baby) [Remix],"Bankroll Freddie, Young Dolph, Lil Baby",2019-10-23,album,8052,7
4KdtEKjY3Gi0mKiSdy96ML,Invasion of Privacy,Cardi B,2018-04-06,album,8053,7
47IM97GbpNyDREWlr2HtNM,Gangsta Bitch Music Vol. 2,Cardi B,2017-01-20,album,8054,7
4hRSrC7bRqBqDDSfhe5qRO,Gangsta Bitch Music Vol 1,Cardi B,2016-03-07,album,8055,7
0E74lJz7EpijEP2YDHGDYh,YES,"Fat Joe, Cardi B, Anuel AA",2019-09-06,album,8056,7
