album_uri,album_name,artist,release_date,album_type,index_to_split,groups_to_split
0H3x29mJ1RE9N4aQW4AdQn,I Want More (Live),Tye Tribbett,2017-08-11,album,10658,9
4epcjphraBNrnFAIGPl0GB,Already Won (Live),Tye Tribbett,2017-07-21,album,10659,9
5fcf47GvauNXh7yGACSXpQ,Work It Out (Live),Tye Tribbett,2016-12-02,album,10660,9
1fatoTNiAFLUFHpf6ep8Ts,"Everything Part I, Part II/Bow Before The King",Tye Tribbett,2005-10-18,album,10661,9
3TKtaibpr6H09j4z7QHaU8,You Shall Live,Marvin Sapp,2015-05-29,album,10662,9
3nDsomMe31JVCIlnaQizwU,Christmas Card,Marvin Sapp,2013-10-18,album,10663,9
0dUwwydEAKBx0aF0tXK2Fu,I Win,Marvin Sapp,2012-03-30,album,10664,9
0Kcff5I2QM76kTZdUDr2CW,Be Exalted,Marvin Sapp,2005-07-26,album,10665,9
2U0Tq5uR13iFnECSKkwObr,Diary Of A Psalmist,Marvin Sapp,2003-06-26,album,10666,9
1jDRxAxW5FV64fv7n3OObW,I Believe,Marvin Sapp,2002-06-11,album,10667,9
4kTZjWZl1lTPPd4hM44DFc,Grace and Mercy,Marvin Sapp,1997-01-01,album,10668,9
72qxLbd1V7l7bJIPgDT9i4,Marvin Sapp,Marvin Sapp,1995-01-01,album,10669,9
2et7840f7xyWSb8N8uJrTo,Close (Radio Edit),Marvin Sapp,2017-06-09,album,10670,9
0an5Uodr33mdZeircYrM7N,Count On You,Marvin Sapp,2015-05-12,album,10671,9
13VhZ66dgtBImpDMtlrllb,Something Big,Mary Mary,2011-03-25,album,10672,9
0NKxHxHuMozRZaYzqO3rPQ,The Sound,Mary Mary,2008-10-20,album,10673,9
3OAd6N0ci79PHcxjBvgQ73,A Mary Mary Christmas,Mary Mary,2006-10-09,album,10674,9
1lVPRm16kUDC7RsFDJFAKa,Mary Mary,Mary Mary,2005-11-29,album,10675,9
3o4t5Eh80lGQhnSSZjINxf,Incredible,Mary Mary,2002-06-14,album,10676,9
2CW02evpO85vRxOSYx7zcP,Thankful,Mary Mary,2000-04-25,album,10677,9
20bME4IGNpUBm1Rk3TzuP9,Go Get It,Mary Mary,2000,album,10678,9
43qQinTVuTrADQnysDKgic,Walking,Mary Mary,2010-12-07,album,10679,9
36kkq1xPulnYH4PZFrTxbV,God In Me EP,Mary Mary,2009-06-01,album,10680,9
51gdpJk5Mogjx4oVhiSlrK,Get Up -Karmatronic Remix Radio Edit,Mary Mary,2008-10-21,album,10681,9
2uK2AR2rxJeY8lxcibE3E4,Love Him Like I Do,"Deitrick Haddon, Ruben Studdard, Mary Mary",2008-04-22,album,10682,9
71LyrMzkKRpwtnY3GNvOD4,The Real Party (Trevon's Birthday),Mary Mary,2005-07-12,album,10683,9
5F1B8wWjXIX1c6GTxy41XX,Heaven (Remix),Mary Mary,2005-05-17,album,10684,9
5SH41MFusYA7lh8WDX0hqN,Shackles (Praise You),Mary Mary,2000-08-24,album,10685,9
5WA8eSEJgOF6Xnr50Josu2,I Sing EP,Mary Mary,2000-06-01,album,10686,9
3pBd5ti7lrxRraYszasTDg,Uncommon Me,Isaac Carree,2011-08-23,album,10687,9
0o4aa58l3PWR1ONjQWf38Z,The Gift,Isaac Carree,2019-12-13,album,10688,9
3MDdnPb1HIqK4vDkQguUDl,Dat Whoopty Woop (Digitally Remastered),Soopafly,2014-04-29,album,10689,9
5t4VOzNTJXbvinRytdfnUj,Dat Whoopty Woop - Clean Version (Digitally Remastered),Soopafly,2014-04-29,album,10690,9
7rM4ENUclJqhsGKryKAoKB,Best Kept Secret,Soopafly,2011-08-30,album,10691,9
28WPsFFfirtiMIyY4autl4,Gotta Get This Money,Soopafly,2009-03-10,album,10692,9
1CIRHryWW90sT8hyWEk9UJ,Dat Woopty Woop,Soopafly,2001-07-31,album,10693,9
0mDtujqD98EvyMSHIrAFCd,Uz A Tricc! (Feat. Tha Deaco),Soopafly,2009-06-16,album,10694,9
1joyjctBPCXfUPy6cwQyUL,Christmas In Decatur,Jacquees,2019-12-13,album,10695,9
4OloUHZpVVLawhX0DpBSrW,King of R&B,Jacquees,2019-11-08,album,10696,9
03AdJ15pTDdmxry6qkKwlO,4275 (Bonus Version),Jacquees,2018-09-07,album,10697,9
51OWMVKHXRYaXdizydeRSd,Fuck A Friend Zone,"DeJ Loaf, Jacquees",2017-02-10,album,10698,9
3WCrafTb1xNFmX1bBhYAsA,Round Of Applause,Jacquees,2013-07-09,album,10699,9
5XvqoBTu1usooqNP49Vo5x,Who's,Jacquees,2019-05-24,album,10700,9
79KOtpLSYGn5eLupoShCze,You (Remix),Jacquees,2019-01-11,album,10701,9
0gCN58WgkzeAgs4Fgs6YLG,Ocean (feat. Jacquees),"TK Kravitz, Jacquees",2018-02-02,album,10702,9
6K0SFgGCPIbfNnKstdKI3N,Iz Dat You,Jacquees,2017-12-17,album,10703,9
7DWCbIlSjKKkSCBBbNXH7r,Pandora,Jacquees,2017-12-16,album,10704,9
6s5y6VhzdAA9GUdsAqoU0h,At The Club,"Jacquees, DeJ Loaf",2017-09-29,album,10705,9
1ABPbYBkc9qOAS4JSLDNIS,B.E.D. (Remix),Jacquees,2017-09-01,album,10706,9
06iAWdhkbBhGSjOGj4POpq,Succa Duccn,"Westcoast Stone, Trick Trick, Goldie Loc",2019-04-17,album,10707,9
5uuftRQyL7XShdTHuG0F0n,Pony (feat. City Girls),LunchMoney Lewis,2019-11-08,album,10708,9
0bsdOqgGT06zKA96v2DiFb,This N That,"Wave Racer, LunchMoney Lewis",2019-11-01,album,10709,9
3GKYTiOYU2dhR33UfQzf94,Make That Cake (feat. Doja Cat),LunchMoney Lewis,2019-09-06,album,10710,9
2JiIZjRBvUpGsCCYr1gSIU,It’s Gonna Be A Lovely Day (The Secret Life of Pets 2),LunchMoney Lewis,2019-05-31,album,10711,9
1tQJf93I4JYp1Sym82RoMM,Who's Up?,LunchMoney Lewis,2018-04-20,album,10712,9
0KRkbkSNifAk3S7y77QABs,H.O.E. (Heaven on Earth),LunchMoney Lewis,2017-03-24,album,10713,9
5pQSF14JdmIaUDUozqzBfG,Again,"Yo Gotti, LunchMoney Lewis",2016-01-29,album,10714,9
1VN6HsEOatAIT3lVvNinvF,Ain't Too Cool,LunchMoney Lewis,2015-12-04,album,10715,9
266GIPm6i2JAlnSsPcYhvE,Whip It!,LunchMoney Lewis,2015-08-07,album,10716,9
22gQ3287u7f9iH5xaL8egl,Bills - EP,LunchMoney Lewis,2015-04-21,album,10717,9
6ItEjseW8RWuVTDLd1vcnp,Bills,LunchMoney Lewis,2015-02-05,album,10718,9
0akShXmR5uxmQZaLg4AAac,Coke N Butter,O.T. Genasis,2016-11-11,album,10719,9
6zeT0To7fzZjYNu2O4KZB5,Big Shot (feat. Mustard),O.T. Genasis,2019-10-25,album,10720,9
6VaRNWngIWa2Yef3cl3z6y,When I Get It (feat. Young Thug),O.T. Genasis,2019-09-06,album,10721,9
66Ri0VEBS3BFFsG1VCfWKn,Mind,"AD, O.T. Genasis, Sorry Jaynari",2019-06-28,album,10722,9
58lVunrhV6I4r3oncLfzs8,"Bae (Remix) [feat. G-Eazy, Rich the Kid & E-40]",O.T. Genasis,2019-05-20,album,10723,9
3kyuehqc2CiGAwnHVKbZma,Look At That,O.T. Genasis,2019-05-16,album,10724,9
5k4hfzHlSIVG4qoE8kyPjq,Bae,O.T. Genasis,2018-12-07,album,10725,9
1uqKnp8TT1PEcF29EGZvz3,Cash On It,O.T. Genasis,2018-06-15,album,10726,9
7iQe4ZxHppB4SxDRS8d3IH,Help A Bitch Out (feat. O.T. Genasis),"Snow Tha Product, O.T. Genasis",2018-03-02,album,10727,9
4MKId0Pn2iOhNHPRxlXBZB,Pumping (feat. O.T. Genasis),"Lovele$$, O.T. Genasis",2017-11-17,album,10728,9
2GY0ayvMutwRCmDwuISUw6,Everybody Mad,O.T. Genasis,2017-10-06,album,10729,9
6Z8fenVdNwyQZ9iBFkNyKZ,Wayy 2 Kritical,K CAMP,2019-06-21,album,10730,9
6vRAglwxWspzHwgtKq5DPn,RARE Sound,K CAMP,2018-11-02,album,10731,9
3SJK1b78FDIf5DNXVV3otb,Slum Lords 2,K CAMP,2017-10-27,album,10732,9
6jHfTIdX5kTq8q8pbvnNil,Kiss 4,K CAMP,2017-03-08,album,10733,9
7lrsfwcRiLCeWFM3u38DzB,Only Way Is Up (Deluxe),K CAMP,2014-09-04,album,10734,9
3futuUX8tegbKLVgedn6O4,Only Way Is Up,K CAMP,2014-09-04,album,10735,9
2z9NSKQQoTcUpfHzy8e9GL,Workaholics (Deluxe Edition),"K CAMP, Sy Ari Da Kid",2013-10-22,album,10736,9
3cGUVwZ1TRTrg8rHKgaOBv,Show Money,"K CAMP, Tha Joker",2013-06-11,album,10737,9
6beGFXtCaQfZEDZZpNL2vw,Fan4Life,K CAMP,2012-04-27,album,10738,9
1BHSiF1r6x4tq4g3dnYrdh,Ice Cold,K CAMP,2019-12-13,album,10739,9
3LUbnWmBRTb6uRPyYlxCd5,Lamb,"Joe Trufant, K CAMP",2019-11-08,album,10740,9
4Mp0hQrKnct05eMHUCdga8,Lottery (Renegade),K CAMP,2019-04-01,album,10741,9
1zHilDMyBhv7pF8yPSsYjU,Writing on the Wall,K CAMP,2019-01-31,album,10742,9
7qTuVN26AgkAStp6XNz4GD,Switch,K CAMP,2019-01-15,album,10743,9
6V0GY3cuKMn7DAjwkr2hnO,Mushrooms & Coloring Books,Nef The Pharaoh,2019-08-14,album,10744,9
57YgSQLbpaPaDhIoTY1z5r,The Big Chang Theory,Nef The Pharaoh,2018-08-10,album,10745,9
3gaW7FtWQIij3YwBneUaoi,The Chang Project,Nef The Pharaoh,2017-04-28,album,10746,9
0pNQH6PXRRLcQJk9zQ7vvG,Fresh Outta Space 3,Nef The Pharaoh,2016-09-02,album,10747,9
6nNTQPW3Az87Yvbo6FM6sD,Neffy Got Wings,Nef The Pharaoh,2016-01-22,album,10748,9
3FEJAO9mOXTbUkfpp7uX9V,Nef The Pharaoh,Nef The Pharaoh,2015-11-06,album,10749,9
5EOCxN9zRdY2QB1PZosNVI,Cloth Talk,Nef The Pharaoh,2019-11-22,album,10750,9
1XARA6i41jGpgbg0Q3emtD,Song 4 You,"Hunnid, Nef The Pharaoh",2019-11-22,album,10751,9
28aiLCV3Daa6noAqjpaf2Q,Song 4 You (Radio Edit),"Hunnid, Nef The Pharaoh",2019-11-22,album,10752,9
1eXivwg7eGWIdjfAFhomSC,Hard4,"Kalithugg, Nef The Pharaoh",2019-09-03,album,10753,9
5JctcAQkZ7OiITEggOjgyq,Beat That Vest Up (feat. Shootergang Kony),Nef The Pharaoh,2019-08-09,album,10754,9
7He1FaJrg8t4yMnYuhxajB,Tap Yo Pussy,Nef The Pharaoh,2019-07-19,album,10755,9
5wb5FLNtyNYNIcWjjRSeYu,High Voltage (feat. Tyga),"Nef The Pharaoh, Tyga",2019-07-12,album,10756,9
7xqvydBcJrWO5gUkwJVRkW,South Vallejo,Nef The Pharaoh,2019-06-20,album,10757,9
2xhkHzWuugtewb9AktJUmG,Vice Versa - EP,"Nef The Pharaoh, ShooterGang Kony",2018-11-09,album,10758,9
118LcpO2R1iZQPoK8RvpYP,Vice Versa (feat. Sage the Gemini & Raymond McMahon),"Nef The Pharaoh, ShooterGang Kony",2018-11-02,album,10759,9
068eyIJFfuNTfhLdKVmPC6,Ludacris,"Nef The Pharaoh, ShooterGang Kony",2018-10-19,album,10760,9
4bTQnVadOLOMUSW8TCjrOe,86 (feat. Cuban Doll & ALLBLACK),Nef The Pharaoh,2018-08-03,album,10761,9
5FQ4sOGqRWUA5wO20AwPcO,BUBBA,KAYTRANADA,2019-12-13,album,10762,9
1dZZh7PvVgce1DDsDPzy8Z,99.9%,KAYTRANADA,2016-05-06,album,10763,9
4jfflrJhum8Cyzs0PzESaN,Culture (feat. Teedra Moses),KAYTRANADA,2019-12-12,album,10764,9
2ZoKgUJLpkVL6E6IiKfujm,Need It (feat. Masego),KAYTRANADA,2019-12-12,album,10765,9
3Ax7yPrtMCcMDG2ec6CNzo,The Worst In Me (feat. Tinashe),KAYTRANADA,2019-12-12,album,10766,9
6z80EarPCsbjyeLfq5KG3L,"Vex Oh (feat. GoldLink, Eight9fly & Ari PenSmith)",KAYTRANADA,2019-12-12,album,10767,9
6yMCZW5uOYsDAutBHqbcTN,2 The Music (feat. Iman Omari),KAYTRANADA,2019-12-12,album,10768,9
6ZPDhJDzHXODGVdsbyHlle,Freefall (feat. Durand Bernarr),KAYTRANADA,2019-12-12,album,10769,9
2wTcLpiKFtTHlHzQEEKTl8,Oh No (feat. Estelle),KAYTRANADA,2019-12-12,album,10770,9
0kz0AX7wPB6yP67kqTtHfj,What You Need (feat. Charlotte Day Wilson),KAYTRANADA,2019-12-12,album,10771,9
2io9FL9DbX7AtefnQXFTOH,DYSFUNCTIONAL,"KAYTRANADA, VanJess",2019-04-10,album,10772,9
2KVBhRpYqnjAVE4eWW3W6g,NOTHIN LIKE U / CHANCES,KAYTRANADA,2018-11-30,album,10773,9
4vCBgBYKNPwFcxKgwWlmzm,Come Inside (Kaytranada Edit),"Lou Phelps, KAYTRANADA",2018-08-31,album,10774,9
0d9pwcDuixiZHEcxwnvFNU,THE MOVE (prod. KAYTRANADA),"Reva DeVito, KAYTRANADA",2016-09-22,album,10775,9
6VD74xHxGq77aSCaTSMDIw,At All / Hilarity Duff EP,KAYTRANADA,2015-04-20,album,10776,9
6JV3UTQgfpwQw955O4QyCs,The Essential Teena Marie - The Epic Years,Teena Marie,2017-03-01,album,10777,9
7ejsoO3tQEbOeuBWEr5qpB,First Class Love: Rare Tee,Teena Marie,2011-01-01,album,10778,9
5vltEOoE9UqCJW3qeqUUNE,First Class Love: Rare Tee (12 Track Version),Teena Marie,2011-01-01,album,10779,9
6mYHdSEMuP4EhN3lw9ZjTy,Congo Square,Teena Marie,2009-01-01,album,10780,9
1HKxv39v3zUEEA8XceIXY2,Sapphire,Teena Marie,2006-01-01,album,10781,9
08ULYzJEmHPgBsnQ0kEO7K,La Dona,Teena Marie,2004-01-01,album,10782,9
125qw3M8hjoIi6n8x1AEqm,Ivory,Teena Marie,1990-09-25,album,10783,9
1wlwKYu34lJ9d05ESCtwaA,Naked To The World,Teena Marie,1988-03-22,album,10784,9
0FYKIp7rEt7nCSSWl1mk8E,Emerald City,Teena Marie,1986-08-02,album,10785,9
0gi9TDnlkJEAG6JBvmbD9J,Emerald City (Expanded Edition),Teena Marie,1986-05-01,album,10786,9
6A7rjKLJ0X0G641Lvv8aPG,Starchild (Expanded Edition),Teena Marie,1984-05-01,album,10787,9
7coOqkXlDyA5DKKKM3Kkac,Robbery (Expanded Edition),Teena Marie,1983-07-12,album,10788,9
5cYayxUY7TUAk1E4oOZ5dZ,Robbery,Teena Marie,1983,album,10789,9
0ROB2BCrsG8kODFK5mxSf8,It Must Be Magic,Teena Marie,1981,album,10790,9
5xkX5ZagTMNm1xEYNHht5a,Irons In The Fire,Teena Marie,1980-01-01,album,10791,9
126Yg3OL4nH6sKjrFVVYah,Irons In The Fire (Expanded 15 Track Version),Teena Marie,1980,album,10792,9
4U0XSBp2dWNCD0aFl7oLTz,Lady T (Expanded Edition 15 Track Version),Teena Marie,1980,album,10793,9
6JxnFacm6uxgOJnk0ln46J,SmokeGang,Trick Trick,2018-04-20,album,10794,9
1IB6jH5qxpumw0pCiaSv4x,GateKeeper,Trick Trick,2017-09-11,album,10795,9
0siKp9welK70TSwKHywPgM,Featuring,Trick Trick,2013-05-21,album,10796,9
6srcC32gn3OZHwaV20D7bd,The Landlord,Trick Trick,2011-05-01,album,10797,9
16JNCkECZbyPxyAM5avMf3,The Villain,Trick Trick,2008-11-11,album,10798,9
5h9iMcdtHBeK9HCnLRPTcK,The Villain (explicit),Trick Trick,2008-11-11,album,10799,9
23o2qgUi43ERhFY5RabedA,The People Vs.,Trick Trick,2005-01-01,album,10800,9
6vwxd8WLSInSnPHDwtsiAe,Lynch,Trick Trick,2015-09-09,album,10801,9
3NBXaiFYndhAmwubnCj7o7,EveryWhere We Go We Deep,"Trick Trick, Goon Sqwad",2015-08-14,album,10802,9
5a8s3buCZZ4LPPwNY76TAi,It's a Wrap (feat. Reggie Bo),Trick Trick,2015-08-13,album,10803,9
0qCp2neXSedyFj6UqHPXuL,Booty Bounce 2001 Hustle Mix,"Trick Trick, MC Reedy, Goon Sqwad",2015-07-29,album,10804,9
1oeWNfaTnyAW69ZLGu8aQk,Booty Bounce,"Trick Trick, Goon Sqwad",2015-07-28,album,10805,9
74ZnLxGYmbTawnyUUtjXCE,Outlaw (feat. Diezel),Trick Trick,2015-06-16,album,10806,9
5yJdWJ6BsIaX4RaMcZuwzc,"Outside (feat. Young Buck, Parlae & Cash Paid)",Trick Trick,2014-07-07,album,10807,9
08f2Ev65hgXUXqvLeI1LZ1,"Twerk Dat Pop That (feat. Eminem & Royce da 5'9"")",Trick Trick,2014-07-05,album,10808,9
6k0SBntcCIb2anLy8x0lWQ,"Twerk Dat Pop That (Clean) [feat. Eminem & Royce da 5'9""]",Trick Trick,2014-07-05,album,10809,9
2lPWp2FisSlp46jIsVORJG,DJ-Kicks (DaM-Funk),Dâm-Funk,2016-05-27,album,10810,9
24NAohwN8N01dag1DILnM2,Invite The Light,Dâm-Funk,2015-09-04,album,10811,9
2wDxxzdprrT2BvA7XefFJH,Higher - Bonus Glide: The Instrumentals,"Steve Arrington, Dâm-Funk",2013-09-17,album,10812,9
1aaF28ZuTDPpxJWr2pYu2c,Adolescent Funk,Dâm-Funk,2010-10-26,album,10813,9
7h1G6uha9ie7UYxyGljgXn,Toeachizown,Dâm-Funk,2009-10-20,album,10814,9
0Q1AQbWK6CzWgjCuue9SdM,Rhythm Trax Vol. 4,Dâm-Funk,2009-01-27,album,10815,9
28sN1hmd6RJOvS0UvKXfQE,STFU II,Dâm-Funk,2019-05-17,album,10816,9
2j8yV1Lq9AKzgayGa9pvcx,compos mentis,Dâm-Funk,2019-05-08,album,10817,9
4dz3i41sri2IjkZn73j797,On Code,Dâm-Funk,2019-04-26,album,10818,9
6I2wbtXVZI6EfKL9VIo4ET,Architecture II,Dâm-Funk,2018-08-03,album,10819,9
1OoT34EXscJuQXn0L2DtJb,In The City,Dâm-Funk,2018-07-27,album,10820,9
4v89sPqV3R11XnlY2TLIqi,"Girlfriend / Damn, dis-moi (feat. Dâm-Funk) [Remixes]","Christine and the Queens, Dâm-Funk",2018-06-29,album,10821,9
3yVYLC9s0OxXeIBiMbram6,Don't Call Me (feat. Yuna) (Dâm-Funk Remix),"TOKiMONSTA, Dâm-Funk",2018-03-30,album,10822,9
3nxayhmZhlOSCjJ11414OO,Hittin',Dâm-Funk,2017-11-03,album,10823,9
5PZ49amzUCpaDiYNfuy8Hg,Architecture,Dâm-Funk,2017-01-17,album,10824,9
1UWaKIo63O7XG1UQ9x0xB5,Break Out,Dâm-Funk,2017-01-10,album,10825,9
2B1CJhQKzsXUikKRZ3bc5n,Believer / Can U Read Me?,"Dâm-Funk, Nite-Funk",2016-08-03,album,10826,9
2FCeFtMkigKLecYFX4syuH,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,album,10827,9
0UMFUzFLpW8IYEbtcV3bFn,You Make It Feel Like Christmas (Deluxe Edition),Gwen Stefani,2018-10-26,album,10828,9
58qdMDlJaZBYleY7Bf0gNc,You Make It Feel Like Christmas,Gwen Stefani,2017-10-06,album,10829,9
5K4QKGKXZWNhjQiGOzkKLb,This Is What The Truth Feels Like,Gwen Stefani,2016-04-01,album,10830,9
7xnZ539lh8x6de9jzlpCJp,The Sweet Escape,Gwen Stefani,2006-01-01,album,10831,9
3Lqn8M0QxPLIPRJ4nUKTGN,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,album,10832,9
71kVf3JX1OsfLYBzaicPQP,Misery (Remixed),Gwen Stefani,2016-06-24,album,10833,9
3XteBLKVGzPJW8MbVWsWhu,Make Me Like You (The Remixes),Gwen Stefani,2016-04-22,album,10834,9
4uHtKLUPJ9mx7jhFmyekou,Used To Love You (MAIZE Remix),Gwen Stefani,2015-12-31,album,10835,9
31u7i0kpk7EcyKnOwtKvnz,Baby Don't Lie (The Remixes),Gwen Stefani,2015-01-06,album,10836,9
3LjGwFL3EPBLm9HkKFz6yW,Spark The Fire,Gwen Stefani,2014-12-01,album,10837,9
5kbakTEYyPcqxotRqkkGCL,Baby Don't Lie,Gwen Stefani,2014-10-20,album,10838,9
3PrSD7xM5Xp4RodY1wICGg,Now That You Got It (Remixes),Gwen Stefani,2007-01-01,album,10839,9
1WyerplVKXPHfNxrfp6qGR,The Sweet Escape (Konvict Remix),Gwen Stefani,2007-01-01,album,10840,9
4PtK4XWKCS0YBcDV7My1lM,Wind It Up,Gwen Stefani,2006-10-31,album,10841,9
6OmtQ1hECHgRp5h0yxUoJb,Hollaback Girl,Gwen Stefani,2005-03-22,album,10842,9
6qn8D8nnfxhVyhwmGVUcvM,Rich Girl,Gwen Stefani,2004-12-14,album,10843,9
30jHPlmSSE3gAtT0kXZ8CC,Way Out (80 - 84),Steve Arrington,2014-09-30,album,10844,9
3QIc2iDc5rPcelJjgKnedp,Pure Thang,Steve Arrington,2009-09-17,album,10845,9
29KPgYAbAjaUc9OhCxWbip,The Jammin' National Anthem,Steve Arrington,1986,album,10846,9
1yTDclCcam3Z50nGRj3FiG,Dancin' In The Key Of Life,Steve Arrington,1985,album,10847,9
0wXR8AS1YNBA121cfFICYN,Steve Arrington's Hall Of Fame: Positive Power,Steve Arrington,1984,album,10848,9
4ICTDf2raBjSLlUYsBqyiN,Steve Arrington's Hall Of Fame: Vol. 1,Steve Arrington,1983,album,10849,9
1v7eXH4qqzGowQgsqtKCET,Are You Beautiful?,"Kool Moe Dee, Steve Arrington",2018-01-12,album,10850,9
4eSRmYk17DQxBCCrAe2DWQ,"Without Your Love 12""",Steve Arrington,2015-04-15,album,10851,9
5lgCRpgoeZTOZ4kqe6vsb0,Without Your Love,Steve Arrington,2014-08-05,album,10852,9
6m7PTHktxBb2sTaTy46ExV,Letter 2 Sydney,Denaun,2019-07-26,album,10853,9
1TuwMQ2hskPp5cKz2ep72U,The Great Depression A.P.,Denaun,2018-06-15,album,10854,9
4VS7ejAmIltRV1OSzpt4WQ,In The Cards,Denaun,2020-01-03,album,10855,9
1KsxCmE3HPGyksmX2l8vCq,Reflection Of A 45,Denaun,2019-12-17,album,10856,9
0BDbixIy5SM7sYQ6ZWC5yv,While You Wait,Denaun,2019-09-24,album,10857,9
621cXqrTSSJi1WqDMSLmbL,Trench,Twenty One Pilots,2018-10-05,album,10858,9
3cQO7jp5S9qLBoIVtbkSM1,Blurryface,Twenty One Pilots,2015-05-15,album,10859,9
213bMr2NI3VDcBLWpkKFxG,Vessel,Twenty One Pilots,2013-01-08,album,10860,9
1Fexc96V24RL17Ko9VXUOM,Twenty One Pilots,Twenty One Pilots,2009-12-29,album,10861,9
29GQfbZF68zQAbyzKX8kq3,The Hype (Berlin),Twenty One Pilots,2019-10-16,album,10862,9
36yNEpiZYBDNUAuhh7QhoQ,The Hype (Alt Mix),Twenty One Pilots,2019-07-26,album,10863,9
517BVw2CemFLW5p0wKLffT,Cut My Lip (Brooklyn),Twenty One Pilots,2019-07-11,album,10864,9
0aQZjurM8n5Fw7G55zDUyp,Chlorine (Mexico City),Twenty One Pilots,2019-06-21,album,10865,9
5gPTivcCK6JfPNZqoAzP2O,Chlorine (Alternative Mix),Twenty One Pilots,2019-02-08,album,10866,9
1UIKUO8x3xAkQBnJghN41m,TOPxMM,Twenty One Pilots,2016-12-20,album,10867,9
22uQ3YSLjQJPNPkZQzdX2y,Cancer,Twenty One Pilots,2016-09-14,album,10868,9
3J8W9AOjQhnBLCX33m3atT,Heathens,Twenty One Pilots,2016-06-16,album,10869,9
1amYhlukNF8WdaQC3gKkgL,The Now Now,Gorillaz,2018-06-29,album,10870,9
0NvirtaDCaZU5PAW1O5FDE,Humanz (Deluxe),Gorillaz,2017-04-28,album,10871,9
0J3u0IeHzuymSz7v934vrd,Demon Days Live at the Manchester Opera House,Gorillaz,2011-11-25,album,10872,9
2dIGnmEIy1WZIcZCFSj6i8,Plastic Beach,Gorillaz,2010-03-03,album,10873,9
5jJGGsAztgUEXUHHZ2zrah,The Fall,Gorillaz,2010,album,10874,9
0pdYY0CHFRVFLBZEPEKTMZ,D-Sides,Gorillaz,2007-11-19,album,10875,9
2w4tLG1JH25BysuILfkI0x,D-Sides [Special Edition],Gorillaz,2007-11-19,album,10876,9
0bUTHlWbkSQysoM3VsWldT,Demon Days,Gorillaz,2005-05-23,album,10877,9
46bHbUtpBk7lNUil14ykvu,Laika Come Home,"Gorillaz, Space Monkeyz",2002-07-01,album,10878,9
0YvYmLBFFwYxgI4U9KKgUm,Gorillaz,Gorillaz,2001,album,10879,9
4TFUpIMjyDxQpQWcRzMlCk,Tranz (Poté Remix),Gorillaz,2018-09-28,album,10880,9
2j5V8YaXQcY4ZzyG4tOQOC,Tranz,Gorillaz,2018-09-14,album,10881,9
1n21RxlTNW3J2dHYy8RJPX,Humility (feat. George Benson) [Remixes],Gorillaz,2018-07-12,album,10882,9
6BjHI9viwfuY6xWZAcP5l7,Hollywood (feat. Snoop Dogg & Jamie Principle),Gorillaz,2018-06-21,album,10883,9
5psQDCgtFeD7dYQfp7iDAT,Fire Flies,Gorillaz,2018-06-14,album,10884,9
0lJpSvQC8Br6LxBt0Hliy5,Sorcererz,Gorillaz,2018-06-07,album,10885,9
3S41zT1PsTvoqHHEUv7xCc,Humility (feat. George Benson),Gorillaz,2018-05-31,album,10886,9
3uqZgAgZOY8NyCqY1VmosA,Lake Zurich,Gorillaz,2018-05-31,album,10887,9
7CLd9gXxskKPmB5RiAvn6G,Andromeda (DRAM Special),Gorillaz,2017-12-01,album,10888,9
4eIsAOEVirxfsiQpwbhBpP,Ride Me Back Home,Willie Nelson,2019-06-21,album,10889,9
6x4hSL5zCjExduI7LygbhX,My Way,Willie Nelson,2018-09-14,album,10890,9
59kwBSCOkQiV6L6tUxkNjU,Last Man Standing,Willie Nelson,2018-04-27,album,10891,9
67LJzyzjFjeZtiwqTAIRxV,Willie and the Boys: Willie's Stash Vol. 2,Willie Nelson,2017-10-20,album,10892,9
1wzKjL078JEEv3weMFOGa7,God's Problem Child,Willie Nelson,2017-04-28,album,10893,9
7zbCgH5GJiEz29ZBzptDmL,For the Good Times: A Tribute to Ray Price,Willie Nelson,2016-09-16,album,10894,9
1CHi9dLYMpVv9seu83fRPA,"Willie Nelson: The Demos Project, Vol. One",Willie Nelson,2016-09-16,album,10895,9
07h5ryYYlmTzeFm41Yh2zG,"Willie Nelson: The Demos Project, Vol. Two",Willie Nelson,2016-09-16,album,10896,9
1tbrHxof4Yzas1N7daw3ZB,Summertime: Willie Nelson Sings Gershwin,Willie Nelson,2016-02-26,album,10897,9
46xgry5j79IBHzX73dkgYU,The Essential Willie Nelson,Willie Nelson,2015-10-16,album,10898,9
14wK1ZVbsCudEDvUH3tItG,Django and Jimmie,"Willie Nelson, Merle Haggard",2015-05-29,album,10899,9
6e4rVnK3tUbBb9iC9UjRjq,December Day: Willie's Stash Vol.1,"Willie Nelson, Sister Bobbie",2014-11-28,album,10900,9
6hEd9zJvfS0XqneKBivu2C,Band of Brothers,Willie Nelson,2014-06-13,album,10901,9
1FmeZJzXvMfCmJJlwGdCRq,Snapshot: Willie Nelson,Willie Nelson,2014-04-01,album,10902,9
3ztZ9tYkxsTYPp9LQ4qeMx,To All The Girls...,Willie Nelson,2013-10-11,album,10903,9
3FccB4IjLLpXcQvqxD4dR7,Let's Face The Music And Dance,Willie Nelson,2013-04-12,album,10904,9
